"ISSN";"Titulo";"Area";"Estrato"
"1741-847X";"INTERNATIONAL JOURNAL OF GRID AND UTILITY COMPUTING";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"B2"
"0020-7292";"INTERNATIONAL JOURNAL OF GYNAECOLOGY AND OBSTETRICS";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A2"
"2199-9031";"INTERNATIONAL JOURNAL OF HEALTH ECONOMICS AND MANAGEMENT";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"B1"
"2526-1606";"INTERNATIONAL JOURNAL OF HEALTH MANAGEMENT REVIEW - JHMREVIEW";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"B2"
"2231-3265";"INTERNATIONAL JOURNAL OF HEALTH, PHYSICAL EDUCATION AND COMPUTER SCIENCE IN SPORTS";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"B3"
"1463-5240";"INTERNATIONAL JOURNAL OF HEALTH PROMOTION AND EDUCATION";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A4"
"2764-0159";"INTERNATIONAL JOURNAL OF HEALTH SCIENCE";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"B3"
"0020-7314";"INTERNATIONAL JOURNAL OF HEALTH SERVICES (PRINT)";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A4"
"1741-5144";"INTERNATIONAL JOURNAL OF HEALTHCARE TECHNOLOGY AND MANAGEMENT";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"B1"
"2321-2187";"INTERNATIONAL JOURNAL OF HERBAL MEDICINE";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"C"
"1525-6480";"INTERNATIONAL JOURNAL OF HOSPITALITY & TOURISM ADMINISTRATION";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A2"
"0278-4319";"INTERNATIONAL JOURNAL OF HOSPITALITY MANAGEMENT";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A1"
"1947-3478";"INTERNATIONAL JOURNAL OF HUMAN CAPITAL AND INFORMATION TECHNOLOGY PROFESSIONALS";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A3"
"0958-5192";"INTERNATIONAL JOURNAL OF HUMAN RESOURCE MANAGEMENT";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A1"
"2764-0558";"INTERNATIONAL JOURNAL OF HUMAN SCIENCES RESEARCH.";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"C"
"1044-7318";"INTERNATIONAL JOURNAL OF HUMAN-COMPUTER INTERACTION";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A1"
"1532-7590";"INTERNATIONAL JOURNAL OF HUMAN-COMPUTER INTERACTION (ONLINE)";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A1"
"1071-5819";"INTERNATIONAL JOURNAL OF HUMAN-COMPUTER STUDIES (PRINT)";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A1"
"2319-7722";"INTERNATIONAL JOURNAL OF HUMANITIES AND SOCIAL SCIENCE INVENTION";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"C"
"2221-0989";"INTERNATIONAL JOURNAL OF HUMANITIES AND SOCIAL SCIENCE (ONLINE)";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"C"
"2349-0381";"INTERNATIONAL JOURNAL OF HUMANITIES, SOCIAL SCIENCES AND EDUCATION";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"C"
"0360-3199";"INTERNATIONAL JOURNAL OF HYDROGEN ENERGY";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A1"
"1748-5037";"INTERNATIONAL JOURNAL OF INDUSTRIAL AND SYSTEMS ENGINEERING";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A3"
"1748-5045";"INTERNATIONAL JOURNAL OF INDUSTRIAL AND SYSTEMS ENGINEERING";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A3"
"2217-2661";"INTERNATIONAL JOURNAL OF INDUSTRIAL ENGINEERING AND MANAGEMENT";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A2"
"2690-6090";"INTERNATIONAL JOURNAL OF INDUSTRIAL ENGINEERING AND OPERATIONS MANAGEMENT (PRINT)";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"B2"
"0169-8141";"INTERNATIONAL JOURNAL OF INDUSTRIAL ERGONOMICS";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A2"
"1550-1876";"INTERNATIONAL JOURNAL OF INFORMATION AND COMMUNICATION TECHNOLOGY EDUCATION";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A2"
"1756-7025";"INTERNATIONAL JOURNAL OF INFORMATION AND DECISION SCIENCES";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"B2"
"2010-3689";"INTERNATIONAL JOURNAL OF INFORMATION AND EDUCATION TECHNOLOGY";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"C"
"2056-4880";"INTERNATIONAL JOURNAL OF INFORMATION AND LEARNING TECHNOLOGY";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A2"
"0268-4012";"INTERNATIONAL JOURNAL OF INFORMATION MANAGEMENT";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A1"
"2667-0968";"INTERNATIONAL JOURNAL OF INFORMATION MANAGEMENT DATA INSIGHTS";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A1"
"1479-3121";"INTERNATIONAL JOURNAL OF INFORMATION SYSTEMS AND CHANGE MANAGEMENT";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"B1"
"2182-7796";"INTERNATIONAL JOURNAL OF INFORMATION SYSTEMS AND PROJECT MANAGEMENT";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A3"
"0219-6220";"INTERNATIONAL JOURNAL OF INFORMATION TECHNOLOGY & DECISION MAKING";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A1"
"1741-5179";"INTERNATIONAL JOURNAL OF INFORMATION TECHNOLOGY AND MANAGEMENT (ONLINE)";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"B1"
"2511-2104";"INTERNATIONAL JOURNAL OF INFORMATION TECHNOLOGY (ONLINE)";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A1"
"1938-0232";"INTERNATIONAL JOURNAL OF INFORMATION TECHNOLOGY PROJECT MANAGEMENT";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A4"
"2318-9975";"INTERNATIONAL JOURNAL OF INNOVATION";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A4"
"1741-8089";"INTERNATIONAL JOURNAL OF INNOVATION AND LEARNING";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A3"
"1471-8197";"INTERNATIONAL JOURNAL OF INNOVATION AND LEARNING";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A3"
"1740-8822";"INTERNATIONAL JOURNAL OF INNOVATION AND SUSTAINABLE DEVELOPMENT";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A3"
"1740-8830";"INTERNATIONAL JOURNAL OF INNOVATION AND SUSTAINABLE DEVELOPMENT";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A3"
"0219-8770";"INTERNATIONAL JOURNAL OF INNOVATION AND TECHNOLOGY MANAGEMENT";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A2"
"1793-6950";"INTERNATIONAL JOURNAL OF INNOVATION AND TECHNOLOGY MANAGEMENT";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A2"
"1755-151X";"INTERNATIONAL JOURNAL OF INNOVATION IN EDUCATION";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"B3"
"2783-2678";"INTERNATIONAL JOURNAL OF INNOVATION IN MANAGEMENT, ECONOMICS AND SOCIAL SCIENCES (ONLINE)";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"B1"
"1363-9196";"INTERNATIONAL JOURNAL OF INNOVATION MANAGEMENT";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A1"
"1757-5877";"INTERNATIONAL JOURNAL OF INNOVATION MANAGEMENT (ONLINE)";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A1"
"1757-2223";"INTERNATIONAL JOURNAL OF INNOVATION SCIENCE";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A2"
"2096-2487";"INTERNATIONAL JOURNAL OF INNOVATION STUDIES";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A3"
"1568-4156";"INTERNATIONAL JOURNAL OF INTEGRATED CARE";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A2"
"1478-9647";"INTERNATIONAL JOURNAL OF INTELLECTUAL PROPERTY MANAGEMENT";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A4"
"1741-8100";"INTERNATIONAL JOURNAL OF INTERNET MARKETING AND ADVERTISING";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A3"
"1746-6970";"INTERNATIONAL JOURNAL OF INVENTORY RESEARCH";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"B3"
"1753-8394";"INTERNATIONAL JOURNAL OF ISLAMIC AND MIDDLE EASTERN FINANCE AND MANAGEMENT (PRINT)";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A2"
"1469-6711";"INTERNATIONAL JOURNAL OF JUSTICE AND SUSTAINABILITY";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A2"
"2316-6517";"INTERNATIONAL JOURNAL OF KNOWLEDGE ENGINEERING AND MANAGEMENT - IJKEM";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"B2"
"1548-0666";"INTERNATIONAL JOURNAL OF KNOWLEDGE MANAGEMENT";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A3"
"1743-8268";"INTERNATIONAL JOURNAL OF KNOWLEDGE MANAGEMENT STUDIES";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A4"
"1743-8276";"INTERNATIONAL JOURNAL OF KNOWLEDGE MANAGEMENT STUDIES (ONLINE)";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A4"
"2040-4476";"INTERNATIONAL JOURNAL OF KNOWLEDGE-BASED DEVELOPMENT (ONLINE)";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A3"
"2214-3157";"INTERNATIONAL JOURNAL OF LANGUAGE AND CULTURE";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A2"
"2455-4847";"INTERNATIONAL JOURNAL OF LATEST ENGINEERING AND MANAGEMENT RESEARCH (IJLEMR)";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"B2"
"2509-9957";"INTERNATIONAL JOURNAL OF LATIN AMERICAN RELIGIONS (IMPRESSO)";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A1"
"0967-0769";"INTERNATIONAL JOURNAL OF LAW AND INFORMATION TECHNOLOGY";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A1"
"1756-0616";"INTERNATIONAL JOURNAL OF LAW, CRIME AND JUSTICE";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A3"
"2040-4166";"INTERNATIONAL JOURNAL OF LEAN SIX SIGMA";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A2"
"1479-4853";"INTERNATIONAL JOURNAL OF LEARNING AND INTELLECTUAL CAPITAL";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A3"
"2975-8602";"INTERNATIONAL JOURNAL OF LITERATURE AND TOURISM RESEARCH (LIT&TOUR) (ONLINE)";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"B2"
"2277-1964";"INTERNATIONAL JOURNAL OF LIVESTOCK RESEARCH";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"C"
"1367-5567";"INTERNATIONAL JOURNAL OF LOGISTICS";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A1"
"0957-4093";"INTERNATIONAL JOURNAL OF LOGISTICS MANAGEMENT";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A1"
"1742-7967";"INTERNATIONAL JOURNAL OF LOGISTICS SYSTEMS AND MANAGEMENT";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A3"
"1742-7975";"INTERNATIONAL JOURNAL OF LOGISTICS SYSTEMS AND MANAGEMENT";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A3"
"1462-4621";"INTERNATIONAL JOURNAL OF MANAGEMENT AND DECISION MAKING";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A4"
"1468-4330";"INTERNATIONAL JOURNAL OF MANAGEMENT AND ENTERPRISE DEVELOPMENT";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A3"
"1478-1484";"INTERNATIONAL JOURNAL OF MANAGEMENT CONCEPTS AND PHILOSOPHY";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"B2"
"1477-9064";"INTERNATIONAL JOURNAL OF MANAGEMENT PRACTICE";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A3"
"2987-6311";"INTERNATIONAL JOURNAL OF MANAGEMENT RESEARCH AND ECONOMICS (PRINT)";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"B2"
"1849-5664";"INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE AND BUSINESS ADMINISTRATION";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"C"
"1750-9661";"INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE AND ENGINEERING MANAGEMENT (ONLINE)";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A1"
"1743-9132";"INTERNATIONAL JOURNAL OF MANAGERIAL FINANCE";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A1"
"2349-0349";"INTERNATIONAL JOURNAL OF MANAGERIAL STUDIES AND RESEARCH";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A4"
"1753-8378";"INTERNATIONAL JOURNAL OF MANAGING PROJECTS IN BUSINESS";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A2"
"0143-7720";"INTERNATIONAL JOURNAL OF MANPOWER";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A1"
"1368-2148";"INTERNATIONAL JOURNAL OF MANUFACTURING TECHNOLOGY AND MANAGEMENT";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"B1"
"1470-7853";"INTERNATIONAL JOURNAL OF MARKET RESEARCH";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A1"
"1757-5850";"INTERNATIONAL JOURNAL OF MATHEMATICS IN OPERATIONAL RESEARCH";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A3"
"1386-5056";"INTERNATIONAL JOURNAL OF MEDICAL INFORMATICS";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A1"
"1557-1874";"INTERNATIONAL JOURNAL OF MENTAL HEALTH AND ADDICTION";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A1"
"2107-6847";"INTERNATIONAL JOURNAL OF METROLOGY AND QUALITY ENGINEERING (IJMQE) (ONLINE)";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"B1"
"1422-0067";"INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES (ONLINE)";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A1"
"1470-9503";"INTERNATIONAL JOURNAL OF NETWORKING AND VIRTUAL ORGANISATIONS";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"B1"
"1080-3548";"INTERNATIONAL JOURNAL OF OCCUPATIONAL SAFETY AND ERGONOMICS";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A2"
"1753-3309";"INTERNATIONAL JOURNAL OF OIL, GAS AND COAL TECNOLOGY (IJOGCT)";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"B2"
"1745-7645";"INTERNATIONAL JOURNAL OF OPERATIONAL RESEARCH (PRINT)";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A4"
"0144-3577";"INTERNATIONAL JOURNAL OF OPERATIONS & PRODUCTION MANAGEMENT";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A1"
"1934-8835";"INTERNATIONAL JOURNAL OF ORGANIZATIONAL ANALYSIS (2005)";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A1"
"2013-570X";"INTERNATIONAL JOURNAL OF ORGANIZATIONS";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"B3"
"1742-7371";"INTERNATIONAL JOURNAL OF PERVASIVE COMPUTING AND COMMUNICATIONS (PRINT)";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A2"
"1750-6123";"INTERNATIONAL JOURNAL OF PHARMACEUTICAL AND HEALTHCARE MARKETING";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A2"
"0960-0035";"INTERNATIONAL JOURNAL OF PHYSICAL DISTRIBUTION & LOGISTICS MANAGEMENT";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A1"
"1522-6514";"INTERNATIONAL JOURNAL OF PHYTOREMEDIATION";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A1"
"1461-3557";"INTERNATIONAL JOURNAL OF POLICE SCIENCE & MANAGEMENT";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A2"
"2788-8983";"INTERNATIONAL JOURNAL OF POLITICAL SCIENCE AND PUBLIC ADMINISTRATION";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"B4"
"1741-816X";"INTERNATIONAL JOURNAL OF PROCESS MANAGEMENT AND BENCHMARKING (ONLINE)";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"B2"
"1753-8440";"INTERNATIONAL JOURNAL OF PROCUREMENT MANAGEMENT";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A3"
"1753-8432";"INTERNATIONAL JOURNAL OF PROCUREMENT MANAGEMENT";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A3"
"1743-5110";"INTERNATIONAL JOURNAL OF PRODUCT LIFECYCLE MANAGEMENT (PRINT)";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"B1"
"0925-5273";"INTERNATIONAL JOURNAL OF PRODUCTION ECONOMICS";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A1"
"2340-4876";"INTERNATIONAL JOURNAL OF PRODUCTION MANAGEMENT AND ENGINEERING";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"B1"
"1366-588X";"INTERNATIONAL JOURNAL OF PRODUCTION RESEARCH";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A1"
"0020-7543";"INTERNATIONAL JOURNAL OF PRODUCTION RESEARCH (PRINT)";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A1"
"1746-6474";"INTERNATIONAL JOURNAL OF PRODUCTIVITY AND QUALITY MANAGEMENT";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"B1"
"2525-3654";"INTERNATIONAL JOURNAL OF PROFESSIONAL BUSINESS REVIEW";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"C"
"0263-7863";"INTERNATIONAL JOURNAL OF PROJECT MANAGEMENT";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A1"
"1740-2905";"INTERNATIONAL JOURNAL OF PROJECT ORGANISATION AND MANAGEMENT";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A4"
"2011-2084";"INTERNATIONAL JOURNAL OF PSYCHOLOGICAL RESEARCH (ONLINE)";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A2"
"0020-7594";"INTERNATIONAL JOURNAL OF PSYCHOLOGY (PRINT)";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A1"
"0190-0692";"INTERNATIONAL JOURNAL OF PUBLIC ADMINISTRATION";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A1"
"1661-8564";"INTERNATIONAL JOURNAL OF PUBLIC HEALTH (ONLINE)";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A2"
"2056-4929";"INTERNATIONAL JOURNAL OF PUBLIC LEADERSHIP";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A3"
"1740-0619";"INTERNATIONAL JOURNAL OF PUBLIC POLICY (ONLINE)";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"B1"
"0951-3558";"INTERNATIONAL JOURNAL OF PUBLIC SECTOR MANAGEMENT";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A1"
"1609-4069";"INTERNATIONAL JOURNAL OF QUALITATIVE METHODS";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"A1"
